date,fever,loss_of_smell,skipped_meals,persistent_cough,diarrhoea,chest_pain,hoarse_voice,delirium,fatigue,shortness_of_breath,abdominal_pain,sore_throat,unusual_muscle_pains,chills_or_shivers,eye_soreness
2020-04-29,1.57664067391428,2.33365587113666,3.02806078888952,2.85161363765724,2.16290056349252,3.71677386305424,3.00529341453697,1.33189139962434,1.2066708406853,0.859468381808868,1.99214525584837,6.30087085206899,2.07752290967044,0.705788604929137,1.07575843815812
2020-04-30,2.20132442321067,2.24063378791086,2.86655982582928,2.70327477245925,1.81427837077802,3.47131928275528,2.91494058238336,1.27604245411388,1.21254271113665,0.928305766381422,1.72961204680838,6.49209277010069,2.06525354540232,2.62465604305887,4.06398355054277
2020-05-01,2.3449560819803,2.17460739952089,2.57652382219856,2.80010646792654,1.79398456215065,3.06361458610594,2.86398722384882,1.09129624700559,1.12323662496673,0.739952089433058,1.67154644663295,6.05003992547245,2.0149055097152,2.17993079584775,3.82752195900985
2020-05-02,1.94275824010435,1.86123513771133,2.26132544022475,2.3466111473436,1.46239903677319,2.71910901520092,2.21366578036422,0.918075553102895,0.933125972006221,0.71113229318216,1.46365323834847,4.76345758290272,1.84869312195856,1.61917423368284,3.15933376812321
2020-05-03,1.83131929737137,1.80764918400399,1.89360906939081,2.28354304223247,1.32677214401395,2.40687679083095,2.13280179394543,0.86458203562975,0.857107262987418,0.641584651800175,1.33673850753706,4.60695153855737,1.68929861716706,1.30185623520618,2.95751837548275
2020-05-04,2.06763861037342,1.75058262424801,1.84271855184001,2.37656495582895,1.41726735678283,2.46192618286272,2.28849384857189,0.906454934691887,0.925424096254946,0.630047151915885,1.42268711722942,4.96450056907485,1.62321825375318,1.77497154625766,3.08113381388543
2020-05-05,2.12544991535189,1.81815595168656,1.85799035438392,2.43558919349561,1.47529555704144,2.49249548306327,2.43274387901723,0.893428746212175,1.02573586945697,0.652999672788835,1.42834786814813,5.23964661194179,1.54358310452263,1.8935567853637,3.13838186965614
2020-05-06,1.97501916399874,1.8247132915483,1.70897776976146,2.34627466895132,1.4790097849123,2.34627466895132,2.410906194105,0.879289353835054,1.03109828501,0.653830545159399,1.40235378996257,5.24567494852024,1.5150831943004,1.75106341404759,3.12034991207106
2020-05-07,2.06217778472114,1.81846586470864,1.79190751445087,2.41680987345727,1.4044680518669,2.38400249960944,2.48867364474301,0.871738790813935,0.97953444774254,0.659271988751758,1.34822683955632,5.13044836744259,1.50601468520544,1.57162943290111,3.24324324324324
2020-05-08,1.98620283789969,1.81619041391486,1.71320211861636,2.31314980710129,1.3110573464984,2.28535931471915,2.40959916301576,0.8811220819983,0.987379846988818,0.619564506637023,1.42221931602694,4.93036029556006,1.46472242202315,1.38952461910678,3.16648139671745
2020-05-09,1.77641602625278,1.79483315753344,1.58219900547491,2.24019287759305,1.18706782527165,2.04262728749142,2.1748957757798,0.803656637701542,0.832119476953472,0.549165369096054,1.27915348167495,4.4569457699198,1.42816481658212,1.05479933698327,2.86804962579738
2020-05-10,1.89067320623368,1.73562218178942,1.50779210505498,2.21976109485009,1.17395775650661,2.17071434221976,2.11850328296812,0.781583735463966,0.859109247686101,0.579068111700024,1.21509374258366,4.44110434301084,1.4318487461435,1.16288268333202,2.85262241911241
2020-05-11,1.85733254411365,1.70855396822858,1.51178230334832,2.23007886864292,1.38060119342815,2.1484906173511,2.18528531891408,0.823881361084004,0.964661088803212,0.571117759042698,1.29421363323681,4.63453262730167,1.46218944471996,1.58697147610744,2.8491897166808
2020-05-12,1.98689614985574,1.75665496510851,1.74528503005927,2.44879976123136,1.37576214095877,2.31520302440272,2.48148832449795,0.956495786017823,1.07019513651028,0.599764073847728,1.42550560679922,5.20885149443584,1.59605463253791,1.95705007035147,3.15942070180924
2020-05-13,2.06886137118695,1.81818181818182,1.68076109936575,2.42222893385684,1.41649048625793,2.26819691935971,2.52038659015403,1.00422832980973,1.1038961038961,0.634249471458774,1.37873754152824,5.25672002416189,1.57052250075506,2.10359408033827,3.27544548474781
2020-05-14,2.02855461612314,1.78543776518319,1.56245160890706,2.30264176654588,1.30230109325157,2.14624175415776,2.40329523986497,0.902784229923503,1.03285948775125,0.576047570380006,1.23416643438942,5.12868159435102,1.44011892595001,1.95422589736443,3.05212301402955
2020-05-15,1.92667169514315,1.70858885645886,1.33637228216312,2.1103204014036,1.13796609057817,1.93159085691798,2.23329944577444,0.878890237103598,0.942839340176434,0.518151706949136,1.12484832584528,4.76338831863051,1.37244613517857,1.71350801823369,2.83999606467058
2020-05-16,1.81607098432706,1.61704950659259,1.18583630483456,1.94709345716892,1.06808193050833,1.83431461978605,2.12123725018658,0.728086906045277,0.812671034082428,0.51413881748072,1.10788622605523,4.42988639190646,1.33841943776433,1.42797910274484,2.60718135832159
2020-05-17,1.78098131747366,1.68562932316245,1.19594026763204,2.00724028702566,1.07634624086883,1.81492016290646,1.90380761523046,0.788674122438425,0.879177710259228,0.473527700562415,1.09897213782404,4.28760747301054,1.35593768181524,1.40280561122245,2.59389747236408
2020-05-18,1.83396900105494,1.6570640266169,1.29676215207336,1.79501744705023,1.14907084313885,1.73496713462631,1.95244664448592,0.84719629960237,0.936460277529822,0.472287592307068,1.10687332630041,4.17593118558793,1.33084476182748,1.63109632394709,2.54483486164083
2020-05-19,1.90760706298608,1.48369438232251,1.26005540905905,1.8909175873694,1.08147801996061,1.772422310491,2.02944023498782,0.832804833272139,0.984679061383891,0.465636369705264,1.11485697119397,4.26916786274575,1.37020594812911,1.51707333355586,2.55515871691311
2020-05-20,1.65772107347118,1.45182578090629,1.16673999120106,1.82490101187857,1.01539815222173,1.65596128464584,1.89353277606687,0.703915530136384,0.874615046194457,0.461064672239331,1.07347118345799,3.93488781346238,1.19841619005719,1.15266168059833,2.40915090189177
2020-05-21,1.45200620704943,1.40212813123476,0.966156801891672,1.55176235867879,0.851621961132048,1.44831153476687,1.73464863666593,0.635483632601788,0.74447646493756,0.391635261952265,0.862705977979753,3.60230547550432,1.08623365107515,0.873789994827459,2.13921525160718
2020-05-22,1.37506326978235,1.47629492154547,1.22321579213768,1.7141893031888,0.997131769866712,1.61633203981778,1.78842584781508,0.723806310106293,0.733929475282605,0.438670490973511,0.981947022102244,3.49417918002362,1.29239075417581,0.968449468533828,2.34857432090434
2020-05-23,1.47643767275669,1.37362637362637,1.03148385356974,1.65677880401807,0.810692375109553,1.53711319355491,1.63823906155195,0.696083058046248,0.729791680711926,0.391020022921863,0.959010314838536,3.50401132609722,1.26744421222949,1.02979842243646,2.10510348547158
2020-05-24,1.51767013531035,1.34479204760797,0.980750689850062,1.65231556900163,0.862728149207088,1.45284085242196,1.55756507862628,0.676551747066059,0.714784401077163,0.388975697330363,0.909272249742345,3.33621463479504,1.19851058878287,0.924232853485821,2.06788789520928
2020-05-25,1.60115761493575,1.39039620000315,1.07425407760424,1.63576023529782,0.981456141178691,1.52880668145142,1.68766416584092,0.66688686515988,0.759684801585429,0.456125450227276,0.893376743893424,3.5719341291936,1.19850894163167,1.03021437896161,1.98650497805879
2020-05-26,1.55217433351601,1.31040263047613,1.08636085232584,1.5537861448696,0.946133264562716,1.41033493439928,1.66500112826795,0.64472454143967,0.670513523097257,0.3916701589246,0.863930885529158,3.37190935172947,1.12504432481222,0.7817285064956,1.9486799265014
2020-05-27,1.64609723533817,1.29440880523625,1.01436061089583,1.65423817122016,0.931323064899541,1.4034973460549,1.74378846592204,0.641505747500733,0.771760721612557,0.398905858217461,0.846657331726855,3.38174476537823,1.06809078771696,0.832003647139275,1.98150379367612
2020-05-28,1.41185365372604,1.23927550047664,1.07820255744387,1.5351237631899,0.885901186680254,1.24584990631472,1.7077019164393,0.627855757535913,0.695243417376155,0.374741132770126,0.797146707866277,3.34472897011933,0.997666085927484,0.821800729759048,1.91808290325762
2020-05-29,1.33186140094726,1.22680816210249,0.940137459492183,1.47252590719704,0.843987037498665,1.265980556248,1.70399914532958,0.649905630141377,0.687297460916634,0.363234927531071,0.799472953242406,3.26555322103914,1.0327267547452,0.778106192799402,1.89629998931662
2020-05-30,1.30902499182788,1.43829306707082,1.14706843778788,1.41154794805504,0.875159727794122,1.37885946925797,1.6344239398532,0.723604053371371,0.720632373480729,0.402662625182015,0.873673887848801,3.27330539954236,1.1128941190455,0.794924370746783,2.04600160470714
2020-05-31,1.18367540708623,1.25805073346731,0.901998639089773,1.34192078236514,0.784897061383381,1.20899466713085,1.53023277894704,0.568100897251278,0.536451822195496,0.332315288085706,0.776984792619436,2.9401990726821,0.996945864257117,0.577595619768012,1.74386403557356
